km_driven,mileage,engine,max_power,seats,no. of years,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
68089,19.16,2494.0,157.7,5,5,0,0,1,0,1,0,0,0,0,0
56290,24.0,1186.0,73.97,5,4,1,0,0,0,0,1,0,0,0,0
45000,19.09,1405.0,69.01,5,7,1,0,0,1,0,1,0,0,0,0
90000,18.9,998.0,67.0,5,15,0,0,1,1,0,1,0,1,0,0
17100,22.48,1995.0,187.74,5,3,1,0,0,0,0,0,0,0,0,0
80000,11.57,2179.0,138.1,7,10,1,0,0,1,0,1,0,0,0,1
60000,20.8,1527.0,58.0,5,19,1,0,0,1,0,1,0,1,0,0
43000,11.36,2755.0,171.5,8,2,1,0,0,0,0,0,0,0,0,0
50000,26.0,624.0,35.0,4,11,0,0,1,1,0,1,0,0,0,1
60000,12.8,2494.0,102.0,7,10,1,0,0,1,0,1,0,0,0,0
30000,28.4,1248.0,74.02,5,3,1,0,0,1,0,1,0,0,0,0
50000,17.4,1497.0,117.3,5,6,0,0,1,1,0,1,0,0,0,0
25000,20.4,1197.0,81.8,5,6,0,0,1,1,0,1,0,0,0,0
137000,26.2,998.0,58.2,5,10,0,0,0,1,0,1,0,0,0,0
58343,21.79,998.0,67.05,5,8,0,0,1,0,1,1,0,0,0,0
69779,22.0,1197.0,81.8,5,3,0,0,1,0,0,0,0,0,0,0
116000,19.01,1461.0,108.45,5,7,1,0,0,1,0,1,0,0,0,0
35000,18.9,1197.0,82.0,5,4,0,0,1,1,0,1,0,0,0,0
63309,19.67,1582.0,126.2,5,4,1,0,0,0,0,1,0,0,0,0
30000,18.6,1197.0,81.83,5,4,0,0,1,1,0,1,0,0,0,0
120000,13.93,2179.0,138.03,7,9,1,0,0,1,0,1,0,0,0,0
52365,16.1,796.0,37.0,4,19,0,0,1,0,0,1,0,1,0,0
80000,20.0,1399.0,68.0,5,10,1,0,0,1,0,1,0,0,0,1
190000,19.2,1461.0,65.0,5,10,1,0,0,1,0,1,0,0,0,1
80000,12.8,2494.0,102.0,7,14,1,0,0,1,0,1,0,1,0,0
30000,23.0,1498.0,98.96,5,3,1,0,0,1,0,1,0,0,0,0
90000,23.0,1396.0,90.0,5,11,1,0,0,1,0,1,0,0,0,1
70000,19.3,1248.0,73.9,5,9,1,0,0,1,0,1,0,0,0,1
80000,19.67,1582.0,126.2,5,6,1,0,0,1,0,1,0,1,0,0
90000,13.5,1799.0,130.0,5,14,0,0,1,1,0,1,0,0,0,1
80000,17.8,1086.0,63.0,5,13,0,0,1,1,0,1,0,0,0,1
30000,22.54,1396.0,88.73,5,5,1,0,0,1,0,1,0,0,0,0
70000,21.1,814.0,55.2,5,8,0,0,1,1,0,1,0,0,0,0
50000,23.5,909.0,45.0,8,3,1,0,0,1,0,1,0,0,0,0
25000,23.84,1199.0,84.0,5,3,0,0,1,1,0,1,0,0,0,0
70000,17.0,1198.0,108.5,5,3,0,0,1,1,0,1,0,0,0,0
50000,14.0,1061.0,64.0,5,15,0,0,1,1,0,1,0,0,0,1
80000,25.8,1498.0,98.6,5,5,1,0,0,1,0,1,0,1,0,0
40000,24.04,999.0,67.0,5,4,0,0,1,1,0,0,0,0,0,0
100000,19.01,1461.0,108.45,5,9,1,0,0,1,0,1,0,1,0,0
59549,19.0,998.0,67.1,5,11,0,0,1,0,0,1,0,0,0,0
4000,21.21,1197.0,81.8,5,2,0,0,1,1,0,1,0,0,0,0
50000,17.43,1396.0,105.5,5,6,0,0,1,1,0,1,0,1,0,0
90000,23.4,1248.0,74.0,5,7,1,0,0,1,0,1,0,0,0,0
11000,14.3,1598.0,103.5,5,5,0,0,1,0,0,0,0,0,0,0
35000,25.8,1498.0,98.6,5,5,1,0,0,1,0,1,0,0,0,0
138000,22.32,1582.0,126.32,5,9,1,0,0,1,0,1,0,0,0,0
80000,21.19,1396.0,88.73,5,4,1,0,0,1,0,1,0,0,0,0
40000,17.57,1193.0,88.7,5,6,0,0,1,1,0,1,0,0,0,0
45000,19.33,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
40000,18.49,1493.0,100.0,7,4,1,0,0,1,0,1,0,0,0,0
40000,17.57,1193.0,88.7,5,1,0,0,1,1,0,1,0,0,0,0
15000,23.84,1199.0,84.0,5,5,0,0,1,1,0,1,0,0,0,0
70000,17.92,1086.0,62.1,5,9,0,0,1,1,0,1,0,0,0,0
12800,17.8,1496.0,105.5,5,3,0,0,1,1,0,0,0,0,0,0
120000,23.2,1248.0,73.94,5,9,1,0,0,1,0,1,0,0,0,0
45000,19.33,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
80000,15.96,2523.0,62.1,7,6,1,0,0,1,0,1,0,0,0,0
80000,19.7,796.0,46.3,5,11,0,0,1,1,0,1,0,1,0,0
112000,17.3,1061.0,57.5,5,13,0,1,0,1,0,1,0,1,0,0
50000,22.95,1248.0,74.0,5,4,1,0,0,1,0,1,0,0,0,0
100000,17.8,1399.0,68.0,5,11,1,0,0,1,0,1,0,1,0,0
83000,24.3,1248.0,88.5,5,5,1,0,0,1,0,1,0,0,0,0
120000,18.9,1061.0,67.0,5,12,0,0,1,1,0,1,0,0,0,0
35000,21.1,814.0,55.2,5,10,0,0,1,1,0,1,0,0,0,0
35000,23.84,1199.0,84.0,5,4,0,0,1,1,0,1,0,1,0,0
144000,21.9,1396.0,88.8,5,8,1,0,0,1,0,1,0,0,0,0
178000,22.3,1248.0,74.0,5,9,1,0,0,1,0,1,0,1,0,0
110000,22.32,1582.0,126.32,5,9,1,0,0,1,0,1,0,1,0,0
17000,21.1,814.0,55.2,5,5,0,0,1,1,0,1,0,0,0,0
17000,9.5,3604.0,280.0,5,4,0,0,1,1,0,0,0,0,0,0
10000,18.9,1197.0,81.86,5,3,0,0,1,1,0,0,0,1,0,0
25000,22.0,1197.0,81.8,5,4,0,0,1,1,0,1,0,0,0,0
72000,17.6,1496.0,88.7,5,10,0,0,1,0,0,1,0,0,0,0
90000,18.9,1061.0,67.0,5,12,0,0,1,1,0,1,0,1,0,0
100000,23.59,1364.0,67.05,5,6,1,0,0,1,0,1,0,1,0,0
35000,17.8,1497.0,117.3,5,4,0,0,1,1,0,1,0,0,0,0
57728,14.53,1794.0,138.1,5,9,0,0,1,0,1,0,0,0,0,0
55000,26.59,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
50000,19.0,1199.0,88.7,5,6,0,0,1,1,0,0,0,0,0,0
35000,20.65,1248.0,88.7,5,4,1,0,0,1,0,1,0,0,0,0
50000,15.3,1396.0,70.0,5,13,0,0,1,1,0,1,0,1,0,0
8000,18.6,1197.0,81.83,5,3,0,0,1,1,0,1,0,0,0,0
11000,14.3,1598.0,103.5,5,5,0,0,1,0,0,0,0,0,0,0
25000,23.95,998.0,67.05,5,4,0,0,1,1,0,1,0,0,0,0
29899,22.15,1498.0,108.6,5,3,1,0,0,0,0,0,0,0,0,0
23000,25.2,1248.0,74.0,5,6,1,0,0,1,0,1,0,0,0,0
15000,24.7,796.0,47.3,5,4,0,0,1,1,0,1,0,0,0,0
248200,16.1,1405.0,70.0,5,17,1,0,0,1,0,1,0,1,0,0
20000,17.0,1591.0,121.3,5,4,0,0,1,1,0,1,0,0,0,0
90000,17.0,1197.0,80.0,5,10,0,0,1,1,0,1,0,0,0,1
60000,25.01,1498.0,89.75,5,7,1,0,0,1,0,1,0,0,0,0
91567,16.0,2179.0,140.0,7,5,1,0,0,1,0,0,0,0,0,1
59000,28.4,1248.0,74.02,5,3,1,0,0,0,0,1,0,0,0,0
25000,21.66,1498.0,108.62,5,2,1,0,0,1,0,1,0,0,0,0
40000,20.51,998.0,67.04,5,6,0,0,1,1,0,1,0,0,0,0
100000,19.81,1086.0,68.05,5,13,0,0,1,1,0,1,0,0,0,1
108000,23.65,1248.0,88.5,5,5,1,0,0,0,0,1,0,0,0,0
60000,13.4,1794.0,125.0,5,13,0,0,1,1,0,1,0,1,0,0
90000,17.0,1497.0,118.0,5,10,0,0,1,1,0,1,0,1,0,0
70000,12.05,2179.0,120.0,9,10,1,0,0,1,0,1,0,1,0,0
54723,25.2,1248.0,74.0,5,6,1,0,0,0,0,1,0,0,0,0
80000,15.4,2179.0,120.0,7,4,1,0,0,1,0,1,0,0,0,0
120000,11.68,2498.0,112.0,7,9,1,0,0,1,0,1,0,0,0,0
40000,22.54,1396.0,88.73,5,5,1,0,0,1,0,1,0,0,0,0
10000,15.37,1196.0,73.0,5,2,0,0,1,1,0,1,0,0,0,0
50000,21.1,814.0,55.2,5,7,0,0,1,1,0,1,0,0,0,0
90000,19.7,796.0,46.3,5,15,0,0,1,1,0,1,0,0,0,0
50000,21.19,1396.0,88.73,5,6,1,0,0,1,0,1,0,1,0,0
1,15.1,1196.0,73.0,5,10,0,0,0,1,0,1,1,0,0,0
40000,25.44,936.0,56.3,5,6,1,0,0,1,0,1,0,0,0,0
120000,22.7,1582.0,126.24,5,8,1,0,0,1,0,1,0,0,0,0
104500,20.0,1399.0,68.0,5,9,1,0,0,1,0,1,0,1,0,0
50000,21.04,1461.0,83.8,8,4,1,0,0,1,0,1,0,0,0,0
120000,18.3,1991.0,147.9,5,11,1,0,0,1,0,1,0,0,0,1
120000,18.4,1248.0,75.0,5,10,1,0,0,1,0,1,0,1,0,0
40000,17.4,1497.0,117.6,5,4,0,0,1,1,0,1,0,0,0,0
70000,22.32,1582.0,126.32,5,7,1,0,0,1,0,1,0,1,0,0
108916,20.51,998.0,67.04,5,8,0,0,1,1,0,1,0,1,0,0
15000,25.83,1498.0,99.0,5,4,1,0,0,1,0,1,0,0,0,0
56494,18.2,1199.0,88.7,5,5,0,0,1,0,1,1,0,0,0,0
70000,12.07,2967.0,241.4,7,9,1,0,0,1,0,0,0,0,0,0
68850,18.9,998.0,67.1,5,4,0,0,1,0,0,1,0,0,0,0
143200,25.83,1498.0,99.0,5,5,1,0,0,1,0,1,0,0,0,0
8000,21.5,1497.0,108.5,5,3,1,0,0,0,0,0,0,0,0,0
25000,21.1,814.0,55.2,5,5,0,0,1,1,0,1,0,0,0,0
70000,25.83,1498.0,99.0,5,6,1,0,0,1,0,1,0,0,0,0
100000,20.77,1248.0,88.76,7,9,1,0,0,1,0,1,0,0,0,1
35000,18.9,998.0,67.1,5,16,0,0,1,1,0,1,0,0,0,0
40000,20.14,1197.0,81.86,5,2,0,0,1,1,0,1,0,0,0,0
78000,24.0,1186.0,73.97,5,5,1,0,0,0,0,1,0,0,0,0
100000,14.8,1998.0,68.0,5,22,1,0,0,1,0,1,0,0,0,1
90000,15.1,2179.0,140.0,7,7,1,0,0,1,0,1,0,1,0,0
70000,10.9,2499.0,143.0,7,12,1,0,0,1,0,1,0,0,0,1
30000,23.1,998.0,67.04,5,3,0,0,1,1,0,0,0,0,0,0
20000,20.3,1086.0,68.0,5,2,0,0,1,1,0,1,0,1,0,0
50000,21.4,1197.0,83.1,5,5,0,0,1,1,0,0,0,0,0,0
49900,16.3,1797.0,147.5,5,5,0,0,1,0,0,1,0,0,0,0
25000,17.8,1496.0,105.5,5,3,0,0,1,1,0,0,0,0,0,0
100000,23.4,1248.0,74.0,5,8,1,0,0,1,0,1,0,0,0,0
50000,18.6,1197.0,81.83,5,6,0,0,1,1,0,1,0,0,0,0
160000,12.99,2494.0,100.6,8,8,1,0,0,1,0,1,0,1,0,0
90000,15.4,1590.0,94.0,5,16,0,0,1,1,0,1,0,1,0,0
100000,21.27,1396.0,88.76,5,9,1,0,0,1,0,1,0,0,0,0
110000,15.4,2523.0,75.0,9,6,1,0,0,1,0,1,0,1,0,0
80000,26.59,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
60000,25.8,1498.0,98.6,5,4,1,0,0,1,0,1,0,1,0,0
105000,25.83,1498.0,99.0,5,6,1,0,0,0,0,1,0,0,0,0
20000,18.6,1197.0,81.83,5,3,0,0,1,1,0,1,0,0,0,0
40000,21.9,1396.0,88.8,5,8,1,0,0,1,0,1,0,0,0,0
150000,13.5,2179.0,115.0,5,10,1,0,0,1,0,1,1,0,0,0
120000,17.0,1405.0,70.0,5,11,1,0,0,1,0,1,0,0,0,0
180000,23.4,1248.0,74.0,5,8,1,0,0,1,0,1,0,1,0,0
91000,22.54,1396.0,88.73,5,7,1,0,0,1,0,1,0,0,0,0
30000,21.1,814.0,55.2,5,4,0,0,1,1,0,1,0,0,0,0
25000,25.17,799.0,53.3,5,5,0,0,1,1,0,1,0,0,0,0
55000,14.8,1591.0,121.3,5,3,0,0,1,1,0,0,0,0,0,0
20000,20.51,998.0,67.04,5,6,0,0,1,1,0,1,0,1,0,0
30000,21.4,1197.0,83.1,5,4,0,0,1,1,0,1,0,1,0,0
110000,19.7,1598.0,103.6,5,9,1,0,0,1,0,1,0,1,0,0
11000,14.3,1598.0,103.5,5,5,0,0,1,0,0,0,0,0,0,0
100000,17.7,1497.0,78.0,5,15,0,0,1,1,0,1,0,1,0,0
40000,18.16,1196.0,86.8,5,4,0,0,1,1,0,1,0,1,0,0
46000,20.92,998.0,67.1,5,10,0,0,1,1,0,1,0,0,0,0
40000,23.95,998.0,67.05,5,5,0,0,1,1,0,1,0,0,0,0
7500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
31377,18.5,1197.0,82.85,5,8,0,0,1,1,0,1,0,1,0,0
100000,22.32,1582.0,126.3,5,10,1,0,0,1,0,1,0,0,0,0
195000,18.2,1248.0,73.8,7,7,1,0,0,1,0,1,0,0,0,0
43000,18.8,1248.0,90.0,5,12,1,0,0,1,0,1,0,0,0,0
60000,20.51,998.0,67.04,5,6,0,0,1,1,0,1,0,0,0,0
60000,19.81,1086.0,68.05,5,10,0,0,1,1,0,1,0,1,0,0
110000,17.0,1405.0,71.0,5,10,1,0,0,1,0,1,0,1,0,0
159000,12.8,2494.0,102.0,7,9,1,0,0,1,0,1,0,1,0,0
40000,26.6,998.0,58.16,5,3,0,0,0,1,0,1,0,0,0,0
158000,23.4,1248.0,74.0,5,9,1,0,0,1,0,1,0,0,0,0
145000,20.86,1199.0,75.0,5,10,1,0,0,1,0,1,0,0,0,0
80000,18.3,1991.0,147.9,5,10,1,0,0,1,0,1,0,1,0,0
20000,18.0,1969.0,190.0,5,2,1,0,0,1,0,0,0,0,0,0
5000,18.15,1198.0,82.0,6,4,0,0,1,1,0,1,0,1,0,0
145000,23.59,1364.0,67.05,5,5,1,0,0,1,0,1,0,1,0,0
90000,18.6,1197.0,81.83,5,6,0,0,1,1,0,1,0,1,0,0
120000,17.8,1248.0,75.0,5,11,1,0,0,1,0,1,0,1,0,0
50000,12.99,2494.0,100.6,7,7,1,0,0,1,0,1,0,0,0,0
50000,17.1,1956.0,170.0,5,4,1,0,0,1,0,1,0,0,0,0
70000,18.6,1197.0,81.83,5,7,0,0,1,1,0,1,0,1,0,0
50000,17.19,1197.0,81.86,5,6,0,0,1,1,0,1,0,0,0,0
28050,28.09,1248.0,88.5,5,4,1,0,0,0,0,1,0,0,0,0
49523,17.0,1497.0,118.0,5,4,0,0,1,0,0,1,0,0,0,0
2700,17.01,1582.0,126.2,5,1,1,0,0,0,0,0,0,0,0,0
38817,27.39,1248.0,74.0,5,3,1,0,0,0,0,1,0,0,0,0
60000,17.3,993.0,60.0,5,18,0,0,1,1,0,1,1,0,0,0
36000,15.37,1196.0,73.0,5,10,0,0,1,1,0,1,0,1,0,0
80000,17.3,1061.0,57.5,5,13,0,1,0,1,0,1,0,1,0,0
80000,16.1,796.0,37.0,4,17,0,0,1,1,0,1,0,1,0,0
141000,19.7,796.0,46.3,5,12,0,0,1,1,0,1,0,1,0,0
48000,15.8,1172.0,65.0,5,11,0,0,1,1,0,1,0,0,0,0
120000,22.95,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
90000,15.04,2755.0,174.5,7,5,1,0,0,1,0,0,0,0,0,0
150000,13.93,2179.0,138.0,7,12,1,0,0,1,0,1,0,0,0,0
100000,13.9,1599.0,103.2,5,13,0,0,1,1,0,1,1,0,0,0
12000,15.04,1598.0,103.6,5,9,0,0,1,0,0,1,0,1,0,0
89000,15.6,1586.0,104.68,5,13,0,0,1,1,0,1,0,1,0,0
35000,20.92,998.0,67.1,5,8,0,0,1,1,0,1,0,0,0,0
100000,14.53,1794.0,138.1,5,9,0,0,1,1,0,0,0,0,0,0
80000,15.11,1598.0,103.6,5,7,1,0,0,1,0,1,0,1,0,0
30000,20.3,1086.0,68.0,5,2,0,0,1,1,0,1,0,0,0,0
15000,25.1,1248.0,88.5,5,2,1,0,0,1,0,1,0,0,0,0
120000,21.14,1498.0,103.52,5,7,1,0,0,1,0,1,0,1,0,0
37000,23.0,1498.0,98.96,5,4,1,0,0,1,0,1,0,0,0,0
110000,12.99,2494.0,100.0,7,8,1,0,0,1,0,1,0,1,0,0
6825,18.0,1497.0,117.6,5,4,0,0,1,1,0,0,0,0,0,0
41000,25.17,799.0,53.3,5,5,0,0,1,1,0,1,0,0,0,0
60000,17.0,1198.0,73.75,5,5,0,0,1,1,0,1,0,0,0,0
110000,18.2,1248.0,73.74,7,5,1,0,0,1,0,1,0,1,0,0
126000,18.49,1493.0,100.0,7,4,1,0,0,1,0,1,0,0,0,0
50000,19.87,1461.0,83.8,5,5,1,0,0,1,0,1,0,0,0,0
120000,21.1,1248.0,73.9,5,12,1,0,0,1,0,1,0,0,0,0
120000,23.59,1364.0,67.1,5,9,1,0,0,1,0,1,0,1,0,0
80000,17.0,1405.0,71.0,5,10,1,0,0,1,0,1,0,0,0,0
10000,23.1,998.0,67.04,5,4,0,0,1,1,0,0,0,0,0,0
40000,21.1,814.0,55.2,5,7,0,0,1,1,0,1,0,0,0,0
30000,25.17,799.0,53.3,5,3,0,0,1,1,0,1,0,0,0,0
70000,17.7,1497.0,78.0,5,13,0,0,1,1,0,1,0,0,0,1
25000,24.3,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
32000,16.3,1956.0,170.0,5,4,1,0,0,1,0,1,0,0,0,0
93000,21.1,814.0,55.2,5,7,0,0,1,1,0,1,0,1,0,0
145000,22.7,1582.0,126.2,5,6,1,0,0,1,0,1,0,0,0,0
61173,27.62,793.0,47.0,5,5,1,0,0,0,0,1,0,0,0,0
110000,21.64,1461.0,84.8,5,6,1,0,0,1,0,1,0,0,0,0
46815,22.1,1248.0,76.9,5,8,1,0,0,1,0,1,0,1,0,0
100000,20.54,1598.0,103.6,5,10,1,0,0,1,0,1,0,1,0,0
130000,25.32,1198.0,77.0,6,5,1,0,0,1,0,1,0,0,0,0
46000,28.4,1248.0,74.0,5,3,1,0,0,1,0,1,0,0,0,0
80000,15.96,2523.0,63.0,9,8,1,0,0,1,0,1,0,0,0,0
25000,25.17,799.0,53.3,5,3,0,0,1,1,0,1,0,0,0,0
120000,19.01,1461.0,108.45,5,8,1,0,0,1,0,1,0,0,0,0
35000,20.45,1461.0,83.8,5,6,1,0,0,1,0,1,0,0,0,0
60000,21.02,1248.0,88.76,5,9,1,0,0,1,0,1,0,0,0,0
70000,21.1,814.0,55.2,5,8,0,0,1,1,0,1,0,0,0,0
120000,17.3,993.0,60.0,5,15,0,0,1,1,0,1,0,1,0,0
125000,23.0,1396.0,90.0,5,10,1,0,0,1,0,1,0,0,0,0
49000,22.0,1582.0,126.2,5,3,1,0,0,1,0,0,0,0,0,0
100000,15.37,1196.0,73.0,7,10,0,0,1,1,0,1,0,1,0,0
120000,15.1,1196.0,73.0,5,8,0,0,1,1,0,1,0,1,0,0
30000,18.9,1197.0,81.86,5,3,0,0,1,1,0,0,0,0,0,0
50000,25.0,1396.0,69.01,5,7,1,0,0,1,0,1,0,1,0,0
120000,15.1,2179.0,140.0,7,8,1,0,0,1,0,1,0,0,0,0
80000,18.9,998.0,67.1,5,12,0,0,1,1,0,1,0,1,0,0
9000,13.6,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
160000,19.01,1461.0,108.45,5,6,1,0,0,1,0,1,0,0,0,0
69779,22.0,1197.0,81.8,5,3,0,0,1,0,0,0,0,0,0,0
110000,15.3,1341.0,83.0,5,14,0,0,1,1,0,1,0,1,0,0
16830,20.2,998.0,67.1,5,9,0,0,1,1,0,1,0,0,0,0
45000,15.4,2179.0,120.0,7,4,1,0,0,1,0,1,0,0,0,0
61260,24.3,1248.0,88.5,5,4,1,0,0,0,0,1,0,0,0,0
90000,18.1,1991.0,147.9,4,10,1,0,0,1,0,0,0,1,0,0
55000,11.36,2755.0,171.5,7,5,1,0,0,1,0,0,0,0,0,0
70000,20.51,998.0,67.04,5,5,0,0,1,1,0,1,0,0,0,0
217000,12.8,2494.0,102.0,8,12,1,0,0,1,0,1,1,0,0,0
190000,12.99,2494.0,100.6,8,8,1,0,0,1,0,1,0,0,0,0
120000,15.96,2523.0,62.1,7,5,1,0,0,1,0,1,0,0,0,0
120000,20.0,1399.0,68.0,5,9,1,0,0,1,0,1,0,1,0,0
110000,12.07,2967.0,241.4,7,11,1,0,0,1,0,0,0,1,0,0
100000,12.99,2494.0,100.6,8,6,1,0,0,1,0,1,0,0,0,0
50000,22.54,1396.0,88.73,5,6,1,0,0,1,0,1,0,0,0,0
50000,24.0,1186.0,73.97,5,4,1,0,0,1,0,1,0,0,0,0
50000,22.95,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
148000,21.12,1248.0,88.8,5,10,1,0,0,1,0,1,0,1,0,0
100000,22.32,1582.0,126.3,5,9,1,0,0,1,0,1,0,1,0,0
20000,18.0,1969.0,190.0,5,2,1,0,0,1,0,0,0,0,0,0
50000,13.6,2523.0,63.0,7,10,1,0,0,1,0,1,0,1,0,0
15000,21.1,814.0,55.2,5,4,0,0,1,1,0,1,0,1,0,0
150000,15.1,2179.0,140.0,7,8,1,0,0,1,0,1,0,1,0,0
56315,25.44,936.0,57.6,5,8,1,0,0,1,0,1,0,0,0,0
41232,26.59,1248.0,74.0,5,4,1,0,0,0,0,1,0,0,0,0
7032,19.0,1199.0,88.76,5,2,0,0,1,0,1,0,0,0,0,0
70000,25.2,1248.0,74.0,5,7,1,0,0,1,0,1,0,1,0,0
29000,18.6,1197.0,81.83,5,5,0,0,1,1,0,1,0,0,0,0
50000,16.36,2179.0,140.0,7,1,1,0,0,1,0,1,0,0,0,0
33000,20.89,1197.0,81.8,5,3,0,0,1,0,0,1,0,0,0,0
119000,16.8,1493.0,110.0,5,14,1,0,0,1,0,1,1,0,0,0
68089,19.16,2494.0,157.7,5,5,0,0,1,0,1,0,0,0,0,0
90000,19.7,796.0,35.0,8,12,0,0,1,1,0,1,1,0,0,0
70000,25.8,1498.0,98.6,5,5,1,0,0,1,0,1,0,1,0,0
20000,18.0,1969.0,190.0,5,2,1,0,0,1,0,0,0,0,0,0
100000,13.0,2489.0,95.0,8,11,1,0,0,1,0,1,0,0,0,0
145000,26.21,1248.0,88.5,5,7,1,0,0,1,0,1,0,1,0,0
35000,20.3,1199.0,84.0,5,3,0,0,1,1,0,1,0,0,0,0
120000,19.2,1197.0,80.0,5,13,0,0,1,1,0,0,0,1,0,0
63186,22.54,1396.0,88.73,5,4,1,0,0,1,0,1,0,0,0,0
31000,13.0,2143.0,204.0,5,5,1,0,0,0,0,0,0,0,0,0
25000,23.1,998.0,67.04,5,7,0,0,1,1,0,1,0,0,0,0
20000,32.26,998.0,58.3,4,2,0,0,0,1,0,1,0,0,0,0
60000,25.4,1186.0,73.97,5,3,1,0,0,1,0,1,0,0,0,0
42000,20.63,1198.0,67.0,5,5,0,0,1,1,0,1,0,0,0,0
15000,17.5,1298.0,85.8,5,10,0,0,1,1,0,1,0,0,0,0
110000,15.0,1586.0,104.68,5,12,0,0,1,1,0,1,0,0,0,0
40000,18.6,1197.0,81.83,5,5,0,0,1,1,0,1,0,0,0,0
68089,19.16,2494.0,157.7,5,5,0,0,1,0,1,0,0,0,0,0
20000,23.84,1199.0,84.0,5,4,0,0,1,1,0,1,0,0,0,0
79000,25.47,1248.0,88.5,7,4,1,0,0,0,0,1,0,0,0,0
35000,21.1,814.0,55.2,5,7,0,0,1,1,0,1,0,0,0,0
98000,17.0,1497.0,118.0,5,11,0,0,1,1,0,1,0,0,0,1
25000,23.1,998.0,67.04,5,5,0,0,1,1,0,1,0,1,0,0
120000,20.54,1598.0,103.6,5,9,1,0,0,1,0,1,0,1,0,0
90000,14.0,2498.0,112.0,8,12,1,0,0,1,0,1,0,1,0,0
60000,28.09,1248.0,88.5,5,4,1,0,0,1,0,1,0,0,0,0
30000,20.36,1197.0,78.9,5,8,0,0,1,1,0,1,0,1,0,0
60000,18.6,1199.0,79.4,5,11,0,0,1,1,0,1,0,0,0,0
80000,23.59,1364.0,67.05,5,6,1,0,0,1,0,1,0,1,0,0
30000,19.81,1086.0,68.05,5,13,0,0,1,1,0,1,0,1,0,0
7032,19.0,1199.0,88.76,5,2,0,0,1,0,1,0,0,0,0,0
7500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
30000,21.12,1248.0,88.8,5,11,1,0,0,1,0,1,0,1,0,0
32000,26.59,1248.0,74.0,5,6,1,0,0,1,0,1,0,0,0,0
70000,24.0,1186.0,73.97,5,3,1,0,0,1,0,1,0,0,0,0
120000,22.3,1248.0,74.0,5,8,1,0,0,1,0,1,0,1,0,0
23400,23.95,998.0,67.1,5,5,0,0,1,1,0,1,0,1,0,0
20000,18.6,1197.0,81.83,5,3,0,0,1,1,0,1,0,0,0,0
150000,23.4,1248.0,74.0,5,8,1,0,0,1,0,1,0,0,0,0
120000,20.34,1498.0,103.2,5,6,1,0,0,1,0,1,0,1,0,0
100000,19.81,1086.0,68.05,5,14,0,0,1,1,0,1,0,1,0,0
60000,17.8,1497.0,117.3,5,7,0,0,1,1,0,1,0,0,0,0
88000,22.32,1582.0,126.32,5,8,1,0,0,1,0,1,0,1,0,0
60000,17.88,1405.0,48.21,5,5,1,0,0,1,0,1,0,1,0,0
153000,12.8,2494.0,102.0,8,9,1,0,0,1,0,1,0,0,0,0
69779,22.0,1197.0,81.8,5,3,0,0,1,0,0,0,0,0,0,0
111000,20.34,1498.0,103.2,5,7,1,0,0,1,0,1,0,0,0,0
12000,16.55,2498.0,105.0,6,3,1,0,0,0,0,1,0,0,0,0
80000,21.19,1396.0,88.73,5,5,1,0,0,1,0,1,0,0,0,1
25000,16.8,796.0,34.2,8,3,0,0,1,1,0,1,0,0,0,0
35000,17.57,1193.0,88.7,5,4,0,0,1,1,0,1,0,0,0,0
70000,16.55,2498.0,105.0,6,7,1,0,0,1,0,1,0,1,0,0
50000,18.9,1197.0,82.0,5,7,0,0,1,1,0,1,0,1,0,0
60000,20.45,1461.0,83.8,5,6,1,0,0,1,0,1,0,0,0,0
60000,20.0,1399.0,68.0,5,9,1,0,0,1,0,1,0,0,0,0
120000,19.09,1396.0,69.0,5,8,1,0,0,1,0,1,0,0,0,0
140000,25.8,1498.0,98.6,5,8,1,0,0,1,0,1,0,0,0,1
7800,15.26,1798.0,187.74,5,2,0,0,1,0,0,0,0,0,1,0
20000,16.95,1197.0,78.9,5,10,0,0,1,1,0,0,0,0,0,0
180000,19.0,998.0,67.1,5,11,0,0,1,1,0,1,0,1,0,0
120000,10.1,2354.0,152.0,5,17,0,0,1,1,0,0,0,0,0,1
60000,22.74,796.0,47.3,5,8,0,0,1,1,0,1,1,0,0,0
65000,20.54,1598.0,103.6,5,10,1,0,0,1,0,1,0,1,0,0
100000,18.9,1197.0,82.0,5,6,0,0,1,1,0,1,0,0,0,0
40000,26.59,1248.0,74.0,5,6,1,0,0,1,0,1,0,0,0,0
72000,17.01,1582.0,126.2,5,6,1,0,0,0,0,0,0,0,0,0
